Street;Number
BATALLA DE PUERTO ARGENTINO;672
BUENOS AIRES;2225
LEZCANO MAESTRO;2454
RIO COLORADO;1642
PROVINCIAS UNIDAS;695
EL CALAFATE;487
RECONQUISTA;2044
TRES LAGOS;2745
ALMAFUERTE;431
MONS ALEMAN;779
ANTONIO MANZONI;1402
JULIA DE LOPEZ;1468
DR RENE FAVALORO;550
A FADUL LAVAQUE;2009
PANAMA;1682
CRUCERO GRL BELGRANO;1336
IGR PORTELA;1671
DESEADO;328
JOSE BACH;483
TTE ESTEVEZ;2973
ALBERDI;399
JULIA DE LOPEZ;2609
AGUSTIN BORGHIALE;2128
BENIGNO LAGO;394
ANTONIO BERNI;2555
TRES LAGOS;2391
ALBERTO GRILLO;682
TELLIER;1613
CRUZ DEL SUR;2595
ALFONSINA STORNI;2650
ALVEAR;2171
ARTURO W FENTON;804
CABILDO;2597
13 DE JULIO;2251
PJE S N;2069
MARTIN FIERRO;2578
JULIO ARGENTINO ROCA;2812
VENEZUELA;264
PROVINCIAS UNIDAS;281
LOS FERROVIARIOS;2680
IGR BRIANO;1001
ANGEL VICENTE PENALOZA;1721
ANTONIO MANZONI;1283
DR AMERICO TOSELLO;272
FORTIN SAN CARLOS;200
BENIGNO LAGO;1715
TEHUELCHE;2497
MAIPU;400
ANTARTIDA ARGENTINA;2398
GDOR GREGORES;1850
TEHUELCHE;856
ABUELA PAREDES;1196
PREFECTURA NAVAL ARGENTINA;280
ANTONIO BERNI;1268
PUEYRREDON;1920
ALMTE BROWN;2120
ALFONSINA STORNI;1430
RECONQUISTA;2409
A C MURIEGA V DE BRUNETTI;295
SARMIENTO;947
AVELLANEDA;2889
IGR PORTELA;700
ARISTIZABAL;1461
EUFRASIA ARIAS;443
A C MURIEGA V DE BRUNETTI;2652
PJE VIRICAT;1749
AMADO NERVO;570
ADOLFO IGLESIAS;583
AV ASTURIAS;1580
BELLA VISTA;2977
ANGEL BANCIELLA;772
JARAMILLO;2883
ABUELA PAREDES;2334
BATALLA DE PUERTO ARGENTINO;629
ANTONIO MACHADO;1057
AMEGHINO;1877
DR ANGEL OYOLI;983
ANTONIO RIVERO;310
BERNARDINO RIVADAVIA;1207
BAHIA LAURA;664
DR FIORILLO;1184
PAMPA ALTA;2108
PROVINCIAS UNIDAS;1904
GDOR GREGORES;1457
PANAMA;190
DR AMERICO TOSELLO;1894
PAMPA ALTA;596
ALFEREZ A SANCHEZ;2257
RIVADAVIA;549
IGR BRIANO;206
AMEGHINO;1241
PREFECTURA NAVAL ARGENTINA;1069
CACIQUE IBANEZ RUFINO;1382
DON BOSCO;79
GDOR GREGORES;1865
DR RENE FAVALORO;458
ANTONIO MACHADO;582
ANTONIO RIVERO;1195
1 DE MAYO;2679
AMERICA;151
CABILDO;726
ALFONSINA STORNI;1108
FORTIN SAN CARLOS;169
PJE S N;288
ALCORTA;755
CRUCERO GRL BELGRANO;2905
CRUZ DEL SUR;1593
BENITO PEREZ GALDOS;482
1 DE MAYO;410
TONINA;1965
LEZCANO MAESTRO;1584
SARMIENTO;1943
CACIQUE YATEL;433
CRISTOBAL COLON;168
PJE JENKINS;944
BAHIA LAURA;609
FITZ ROY;273
TELLIER;867
RAMIRO RAMOS;2292
17 DE OCTUBRE;778
PJE COCCOZ;2624
MARIANO MORENO;2360
PUEYRREDON;2013
MALVINAS;1723
A BUSTAMANTE;801
BARTOLOME PEREZ;526
A FADUL LAVAQUE;742
ARIAS;2543
LAS HERAS;768
ANGEL VICENTE PENALOZA;284
MANUEL ESTRADA;710
TONINA;372
RIO COLORADO;2422
SAENZ PENA;998
PORTUGAL;2531
MAIPU;441
ANTONIO BERNI;939
ALBERT SABIN;56
ALBERTO GRILLO;2450
MAIPU;2294
CERRO BLANCO;1623
ROSA DE WILSON;1254
RIO COLORADO;43
MALVINAS;1209
MINERALES;301
CACHO VASQUEZ;1729
TELLIER;382
DESEADO;212
ALMAFUERTE;277
ANTARTIDA ARGENTINA;1536
RAMIRO RAMOS;2982
IGR PORTELA;1617
ALEJANDRO A BONINI;1345
ALFRED NOBEL;1963
9 DE JULIO;291
BONIFACIO CAMPOS;1408
CABO PRIM VICTOR GUERRERO;87
A BUSTAMANTE;1610
ALBERTO JUAN BARK;2482
ALBERTO ENCINAS;2943
PJE S N;2679
IGR PORTELA;72
AMERICA;428
FARO PINGUINO;25
MAGALLANES;885
CACIQUE POCON;2988
A GARDINER;2055
ALBERT EINSTEIN;1482
ANTONIO BERUTTI;2205
ALMAFUERTE;2993
DR FERNANDEZ;2307
AGUSTIN BORGHIALE;608
ANTONIO ALVAREZ JONTE;1255
VAPOR LOIRE;2704
VAPOR LOIRE;858
ROSA DE WILSON;1972
AYOHUMA;2099
RECONQUISTA;1228
ATAHUALPA YUPANQUI;1639
A BUSTAMANTE;2611
GDOR RAMON LISTA;1418
GDOR PARADELO;1223
ALBERTO JUAN BARK;948
ARIAS;2812
PESCADORES;2557
ALBERT SABIN;305
MAGALLANES;2902
RVDO PADRE JOSE KOLTUN;894
GDOR RAMON LISTA;590
ATAHUALPA YUPANQUI;1552
TONINA;2198
ALFONSO BRIGANDO;1043
MANUEL ESTRADA;2388
PJE S N;2132
GDOR GREGORES;559
PICO TRUNCADO;2844
PUEYRREDON;915
ALEJANDRO SOLAR;75
PERITO MORENO;1605
CACIQUE IBANEZ RUFINO;1300
ALBERT SABIN;1169
CABO PRIM VICTOR GUERRERO;2456
BENITO QUINQUELA MARTIN;880
TTE ESTEVEZ;278
MALVINAS;1377
ALFONSO BRIGANDO;2481
FACON GRANDE;102
DR RENE FAVALORO;1373
CACIQUE CASIMIRO BIGUA;1417
ALBERTO ENCINAS;63
ALFEREZ A SANCHEZ;898
SARMIENTO;514
DON BOSCO;475
JULIA DE LOPEZ;875
PJE S N;2829
RUTA NAC N 281;340
MAGALLANES;175
CACIQUE IBANEZ RUFINO;2912
JARAMILLO;1859
AYOHUMA;2568
CERRO BLANCO;1920
AMEGHINO;1252
ALCORTA;3
ALMTE BROWN;467
BAHIA BUEN SUCESO;1379
MANUEL ESTRADA;2570
CRISTOBAL COLON;2444
CRUCERO GRL BELGRANO;1980
ALBERT EINSTEIN;976
ESPANA;265
DESEADO;1211
CMTE LUIS PIEDRABUENA;1145
PREFECTURA NAVAL ARGENTINA;2385
17 DE OCTUBRE;430
SAENZ PENA;2428
FITZ ROY;1147
ALBERTO GRILLO;2465
BARTOLOME MITRE;571
IGR PORTELA;1554
FACON GRANDE;1272
ALFONSINA STORNI;2874
AMERICA;2147
PAMPA ALTA;1448
DR FERNANDEZ;2050
BARTOLOME PEREZ;580
ARTURO H ILLIA;1344
VAPOR LOIRE;713
JULIO ARGENTINO ROCA;1338
ALEJANDRO A BONINI;655
ALCORTA;2619
SARMIENTO;1043
ALFONSINA STORNI;2476
SAN JULIAN;1687
ITALIA;1862
PEATONAL;1334
COLONOS;2182
PANAMA;2770
BAHIA AGUIRRE;1828
ANTONIO MACHADO;1317
ORKEKE;1814
RIO COLORADO;2617
BARTOLOME MITRE;2902
A BUSTAMANTE;2380
FASIOLI;240
PREFECTURA NAVAL ARGENTINA;2731
PICO TRUNCADO;1382
BRASIL;1015
PASEO DE LOS NAVEGANTES;1576
TRES LAGOS;2828
AVELLANEDA;890
TEHUELCHE;2237
ALCORTA;598
ALVEAR;2244
PJE RVDO PDRE TARCISIO FANTIN;1153
CABILDO;1215
COMODORO PY;2782
ANGELA BRUNETTI;2296
A GARDINER;1948
MINERALES;1051
GDOR RAMON LISTA;1880
CRUCERO GRL BELGRANO;563
ADOLFO IGLESIAS;972
ARTURO W FENTON;623
ABUELA PAREDES;2152
A SUREDA;1450
PERITO MORENO;895
ALFONSINA STORNI;1997
ANTONIO BALADO;2209
ADOLFO IGLESIAS;1663
FORTIN SAN CARLOS;1777
A RODRIGUEZ;239
AMADO NERVO;531
ANTONIO MANZONI;2112
PJE S N;1986
TEHUELCHE;700
LEZCANO MAESTRO;1482
ALBERTO GINASTERA;2681
BENIGNO LAGO;1129
TONINA;1471
A RODRIGUEZ;2410
CACIQUE CASIMIRO BIGUA;2556
ALVEAR;2933
PORTUGAL;1871
BAHIA BUEN SUCESO;2677
ROSA DE WILSON;2931
DR AMERICO TOSELLO;413
GDOR PARADELO;1645
FASIOLI;1347
JOSE BACH;892
ANTONIO BERUTTI;2308
BENITO TRESGUERRES;1494
MALVINAS;2399
ARIAS;2111
ALFEREZ A SANCHEZ;1899
PATAGONIA;2004
AYOHUMA;393
CORMORANES;2283
SAENZ PENA;1954
ALFRED NOBEL;2951
PROVINCIAS UNIDAS;153
PJE S N;2392
SANTA CRUZ;1015
1 DE MAYO;2699
ALFRED NOBEL;789
ALBERDI;140
ARTURO H ILLIA;2002
DON BOSCO;364
ALFRED NOBEL;1301
A SUREDA;1544
SANTA CRUZ;1178
ALFRED NOBEL;2058
ALEJANDRO A BONINI;745
BAHIA BUEN SUCESO;2387
ALBERT SABIN;2100
PASEO DE LOS NAVEGANTES;336
SAENZ PENA;2538
MAIPU;798
RIO COLORADO;2676
PJE NOYA;402
MANUEL ESTRADA;2312
2 DE ABRIL;2476
MONS ALEMAN;399
ANTONIO BALADO;2597
ANGEL CARNOTA;2403
CACIQUE CASIMIRO BIGUA;275
JARAMILLO;2451
AFRICA;1403
ALVEAR;2243
ALFRED NOBEL;1274
PJE LORENZO WINTER;949
EUFRASIA ARIAS;638
JARAMILLO;714
PUEYRREDON;2074
VENEZUELA;1746
FASIOLI;2443
AYOHUMA;868
ESPANA;305
ALEJANDRO SOLAR;667
GDOR GREGORES;669
ALBERTO ENCINAS;2864
PUEYRREDON;1739
CACIQUE CAPIPE;667
ALFEREZ A SANCHEZ;2921
LOS ANTIGUOS;1442
PJE S N;2478
MAIPU;1399
LAS HERAS;2542
ANTONIO MANZONI;187
LAS HERAS;2371
ALFONSO BRIGANDO;2475
ARIAS;2962
CORMORANES;2272
PJE NOYA;1203
ALBERTO GINASTERA;1885
PJE RVDO PDRE TARCISIO FANTIN;792
CRUZ DEL SUR;878
ADOLFO BAQUIANO PAREJAS;2821
ALCORTA;2302
20 DE JUNIO;2198
CACHO VASQUEZ;1573
MAIPU;1894
FACON GRANDE;2573
BARTOLOME PEREZ;2698
FASIOLI;838
PJE RVDO PDRE TARCISIO FANTIN;1802
MAGALLANES;786
COLONOS;2829
ARIAS;2310
ALBERTO ENCINAS;2963
RVDO PADRE JOSE KOLTUN;341
FACON GRANDE;1009
SGT CABRAL;1633
CALLE S N;2549
AV PRES NESTOR C KIRCHNER;2069
SGT CABRAL;210
AMADO NERVO;2982
CABO PRIM VICTOR GUERRERO;373
RIO TURBIO;2510
PJE S N;2233
FARO PINGUINO;1688
ALBERDI;241
13 DE JULIO;1823
ANGEL CARNOTA;806
ANTONIO BALADO;2352
PJE NOYA;1482
ANTONIO ALVAREZ JONTE;1358
25 DE MAYO;817
DR FIORILLO;2694
FACON GRANDE;667
MINERALES;1798
JULIA DE LOPEZ;320
CACIQUE YATEL;513
TRES LAGOS;1025
PJE AMELUNG;2783
BARTOLOME PEREZ;2392
MONS ALEMAN;33
ANTONIO BERUTTI;1391
RAMON SANTOS;2846
19 DE DICIEMBRE;1446
TELLIER;200
LAGO ARGENTINO;970
ARSENIO TUR;1636
ANTONIO MANZONI;109
JOSE BACH;87
PORTUGAL;2797
ALEJANDRO SOLAR;477
MONS ALEMAN;1901
ALEJANDRO A BONINI;1393
PJE AMELUNG;1316
LEZCANO MAESTRO;583
ANTONIO MANZONI;992
MARTIN FIERRO;1824
BARTOLOME MITRE;1264
SGT CABRAL;2055
ADOLFO IGLESIAS;1358
GDOR PARADELO;624
ANGELA BRUNETTI;1076
ANTONIO MANZONI;1832
PAMPA ALTA;941
DR FERNANDEZ;2764
LAS HERAS;471
MAIPU;2206
CABO PRIM VICTOR GUERRERO;2162
GDOR PARADELO;2168
20 DE JUNIO;2239
IGR BRIANO;549
ORKEKE;1129
ARTURO H ILLIA;2762
PROVINCIAS UNIDAS;443
ARSENIO TUR;1338
PANAMA;1068
DR ANGEL OYOLI;1032
LOS FERROVIARIOS;1504
ALCORTA;2618
EUFRASIA ARIAS;435
BAHIA BUEN SUCESO;1603
YUGOSLAVIA;2482
SAENZ PENA;640
PREFECTURA NAVAL ARGENTINA;262
ALVEAR;995
DR AMERICO TOSELLO;2315
AMADO NERVO;2729
ORKEKE;2968
CHALTEN;1534
BELLA VISTA;1823
GDOR PARADELO;2046
DR FERNANDEZ;2198
GRL SAN MARTIN;549
ARIAS;2011
PEATONAL;192
PROVINCIAS UNIDAS;923
AMADO NERVO;759
CACIQUE CASIMIRO BIGUA;940
TEHUELCHE;929
RECONQUISTA;1548
JULIA DE LOPEZ;2010
ALBERTO ENCINAS;2843
LAGO ARGENTINO;2119
ADOLFO IGLESIAS;1765
A SUREDA;1485
A GARDINER;1623
CABILDO;278
ALMAFUERTE;2091
RVDO PADRE JOSE KOLTUN;457
ANTONIO BERNI;2787
MONS ALEMAN;948
PICO TRUNCADO;1266
RVDO PADRE JOSE KOLTUN;440
LAGO ARGENTINO;171
TTE ESTEVEZ;1124
GRL SAN MARTIN;2740
ARTURO W FENTON;1808
ANGELA BRUNETTI;1216
ANTARTIDA ARGENTINA;1284
AV ASTURIAS;1099
PJE LORENZO WINTER;2315
IGR PORTELA;973
RECONQUISTA;2391
ANTONIO ALVAREZ JONTE;655
RIO TURBIO;138
PERITO MORENO;1427
ALBERTO GINASTERA;1762
SAN JULIAN;2840
A GARDINER;1860
PJE S N;2247
DR FERNANDEZ;547
CMTE LUIS PIEDRABUENA;515
BELL GRAHAM;687
ARTURO H ILLIA;1408
PUEYRREDON;1113
SGT CABRAL;122
MANUEL ESTRADA;1660
ANTONIO MANZONI;230
PICO TRUNCADO;151
YUGOSLAVIA;304
BELLA VISTA;958
ALBERTO GRILLO;1819
ALBERTO JUAN BARK;2316
AGUSTIN BORGHIALE;2499
ANTONIO MANZONI;311
A RODRIGUEZ;2134
BENIGNO LAGO;1945
AMADO NERVO;1601
JULIA DE LOPEZ;1403
ANTONIO SOTO;2644
CMTE LUIS PIEDRABUENA;88
ACONCAGUA;2198
DR FERNANDEZ;23
TELLIER;972
CRUCERO GRL BELGRANO;49
RIO GALLEGOS;530
FACON GRANDE;2395
DR AMERICO TOSELLO;575
PJE S N;1021
GDOR RAMON LISTA;916
ITALIA;223
CMTE LUIS PIEDRABUENA;2412
A GARDINER;384
BATALLA DE PUERTO ARGENTINO;2452
SARMIENTO;2112
PEATONAL;226
AMERICA;1053
ACONCAGUA;824
AVELLANEDA;1735
RIO GALLEGOS;1048
ALBERT SABIN;994
BERNARDINO RIVADAVIA;669
ARISTIZABAL;651
LOS ANTIGUOS;1408
BATALLA DE PUERTO ARGENTINO;975
AFRICA;2851
ALFEREZ A SANCHEZ;1643
MINERALES;2477
GDOR GREGORES;734
ALEJANDRO SOLAR;2577
BARTOLOME MITRE;180
AYOHUMA;2439
CRUCERO GRL BELGRANO;2938
AGUSTIN BORGHIALE;2579
DON BOSCO;2787
MINERALES;2576
AMADO NERVO;1874
AMERICA;1534
ABUELA PAREDES;1383
BATALLA DE PUERTO ARGENTINO;445
FORTIN SAN CARLOS;1670
ALEJANDRO A BONINI;825
GDOR GREGORES;1689
FORTIN SAN CARLOS;1612
ADOLFO BAQUIANO PAREJAS;2148
RVDO PADRE JOSE KOLTUN;1453
PREFECTURA NAVAL ARGENTINA;2032
ORKEKE;2466
ALBERT EINSTEIN;2665
SAENZ PENA;125
YUGOSLAVIA;566
LAGO DEL DESIERTO;1145
MINERALES;1541
GDOR RAMON LISTA;1982
BONIFACIO CAMPOS;184
ALBERT EINSTEIN;1738
ALEJANDRO A BONINI;2243
ACONCAGUA;2061
RIO GALLEGOS;335
ANTONIO MACHADO;425
CABILDO;649
MONS ALEMAN;2121
AMERICA;102
ANTONIO ALVAREZ JONTE;1011
IGR BRIANO;1371
ANGEL BANCIELLA;1714
JULIA DE LOPEZ;1973
CORMORANES;2658
RAMON SANTOS;656
FORTIN SAN CARLOS;824
DR AMERICO TOSELLO;787
RUTA NAC N 281;1243
DR AMERICO TOSELLO;719
MANUEL ESTRADA;2242
DR RENE FAVALORO;1583
ALBERTO ENCINAS;1070
MARIANO MORENO;2513
TONINA;2352
LAGO DEL DESIERTO;2462
ADOLFO IGLESIAS;1315
ANTONIO SOTO;2133
TTE ESTEVEZ;521
FARO PINGUINO;843
ALBERTO WILLIAMS;2382
ADOLFO IGLESIAS;1099
DR FIORILLO;718
ATAHUALPA YUPANQUI;1031
A FADUL LAVAQUE;1149
LAS HERAS;341
BARTOLOME PEREZ;1035
ARTURO W FENTON;1069
BENITO TRESGUERRES;2080
DR FERNANDEZ;1326
ITALIA;1777
CABO PRIM VICTOR GUERRERO;392
ATAHUALPA YUPANQUI;2145
1 DE MAYO;301
ABUELA PAREDES;1474
MARIANO MORENO;1307
BENITO PEREZ GALDOS;479
BONIFACIO CAMPOS;924
ARISTIZABAL;2565
1 DE MAYO;1175
ALBERT SABIN;807
DR FIORILLO;573
ARTURO H ILLIA;380
AMADO NERVO;1952
ATAHUALPA YUPANQUI;514
GDOR RAMON LISTA;2778
DESEADO;2883
ALEJANDRO A BONINI;608
17 DE OCTUBRE;2032
JULIO ARGENTINO ROCA;1538
ANGEL CARNOTA;2586
MANUEL ESTRADA;2724
ALBERT SABIN;2497
ANTARTIDA ARGENTINA;390
ALMAFUERTE;91
BENIGNO LAGO;1945
EL CALAFATE;2997
CABO BUEN TIEMPO;1883
ALFRED NOBEL;335
YUGOSLAVIA;2097
RAMIRO RAMOS;2265
PERITO MORENO;2007
ALBERTO ENCINAS;1383
RUTA NAC N 281;320
CRUZ DEL SUR;2090
AV PRES NESTOR C KIRCHNER;962
IGR BRIANO;727
DR AMERICO TOSELLO;2497
PORTUGAL;247
A C MURIEGA V DE BRUNETTI;1211
CABILDO;398
GRL SAN MARTIN;2805
BAHIA AGUIRRE;2968
ANTARTIDA ARGENTINA;11
AV PRES NESTOR C KIRCHNER;1646
PORTUGAL;532
PJE DUJON;2401
DR RENE FAVALORO;1392
FARO PINGUINO;396
ALFONSO BRIGANDO;480
DR FERNANDEZ;1329
LEZCANO MAESTRO;1097
JOSE BACH;1907
A BUSTAMANTE;1338
RECONQUISTA;856
BAHIA AGUIRRE;1307
AFRICA;876
ABUELA PAREDES;1602
PREFECTURA NAVAL ARGENTINA;1775
JULIA DE LOPEZ;965
ANTONIO MACHADO;106
A SUREDA;608
ARISTIZABAL;2171
YUGOSLAVIA;36
VENEZUELA;128
PEATONAL;306
CACIQUE IBANEZ RUFINO;776
FITZ ROY;2093
ALBERTO GINASTERA;2634
ALBERT SABIN;1684
GDOR GREGORES;2811
TEHUELCHE;2096
A C MURIEGA V DE BRUNETTI;2994
TTE ESTEVEZ;2312
PUERTO ARGENTINO;126
A SUREDA;2713
JULIO ARGENTINO ROCA;2055
PJE S N;1604
CACHO VASQUEZ;2623
RIO COLORADO;2427
ALBERT SABIN;349
CRISTOBAL COLON;680
PAMPA ALTA;639
LOS FERROVIARIOS;456
ALEJANDRO A BONINI;1678
20 DE JUNIO;481
13 DE JULIO;1323
DESEADO;307
FARO PINGUINO;1980
ALBERTO JUAN BARK;1511
PATAGONIA;2738
AMADO NERVO;535
DR RENE FAVALORO;2625
2 DE ABRIL;490
AV ASTURIAS;1924
ALBERTO GINASTERA;1928
ANGELA BRUNETTI;492
PJE DUJON;2398
ANTARTIDA ARGENTINA;1120
ARISTIZABAL;1255
ALBERDI;2446
FASIOLI;1882
20 DE JUNIO;1008
ANGELA BRUNETTI;111
LOS FERROVIARIOS;2457
CABILDO;1864
BARTOLOME PEREZ;1263
1 DE MAYO;2754
CRISTOBAL COLON;2140
ARIAS;2073
RUTA NAC N 281;2107
BERNARDINO RIVADAVIA;2082
DESEADO;2826
BENITO TRESGUERRES;2054
GDOR RAMON LISTA;1015
SGT CABRAL;497
ALBERTO JUAN BARK;1746
AGUSTIN BORGHIALE;1364
SAENZ PENA;4
AMADO NERVO;2608
CABILDO;1003
PJE NOYA;1639
TEHUELCHE;2638
25 DE MAYO;954
COLONOS;1356
BUENOS AIRES;1331
PJE S N;2411
ALMTE BROWN;567
CRISTOBAL COLON;593
A SUREDA;2241
BARTOLOME MITRE;2781
17 DE OCTUBRE;399
CACIQUE POCON;1376
CALLE S N;2016
COLONOS;2002
ADOLFO IGLESIAS;2761
ANTONIO BERUTTI;89
PJE COCCOZ;553
ATAHUALPA YUPANQUI;2489
LAGO DEL DESIERTO;2352
A RODRIGUEZ;2799
AMADO NERVO;1113
BONIFACIO CAMPOS;2145
CACIQUE IBANEZ RUFINO;1188
PJE RVDO PDRE TARCISIO FANTIN;2195
ALBERT EINSTEIN;482
EUFRASIA ARIAS;2212
MALVINAS;441
DR RENE FAVALORO;1697
ALBERTO GRILLO;919
ANGEL VICENTE PENALOZA;2441
TELLIER;1291
CRUCERO GRL BELGRANO;2542
ANGEL VICENTE PENALOZA;1773
GDOR RAMON LISTA;2336
MINERALES;1246
ADOLFO BAQUIANO PAREJAS;1093
ANTONIO MACHADO;935
GRL SAN MARTIN;2806
A C MURIEGA V DE BRUNETTI;1435
ANTONIO SOTO;2603
2 DE ABRIL;2427
MARTIN FIERRO;887
TONINA;2672
RIO GALLEGOS;2086
PREFECTURA NAVAL ARGENTINA;1754
TTE ESTEVEZ;1592
25 DE MAYO;995
JULIA DE LOPEZ;2993
GDOR PARADELO;1774
LAGO ARGENTINO;345
MARTIN FIERRO;2104
2 DE ABRIL;2639
LEZCANO MAESTRO;1142
CACIQUE IBANEZ RUFINO;1189
MARIANO MORENO;403
ANGELA BRUNETTI;587
IGR BRIANO;2125
ARSENIO TUR;1698
PJE DUJON;1184
BONIFACIO CAMPOS;2448
ACONCAGUA;2308
KOLEL KAIKE;415
PJE COCCOZ;2035
CACIQUE POCON;2039
RIO COLORADO;2924
GRL SAN MARTIN;372
RVDO PADRE JOSE KOLTUN;386
TONINA;1977
BERNARDINO RIVADAVIA;657
FARO PINGUINO;1578
25 DE MAYO;895
IGR BRIANO;1575
BATALLA DE PUERTO ARGENTINO;788
BONIFACIO CAMPOS;759
PERITO MORENO;1396
LOS FERROVIARIOS;304
ALFONSINA STORNI;1665
SARMIENTO;2568
CORMORANES;1114
PATAGONIA;445
PAMPA ALTA;1365
ANGELA BRUNETTI;2830
ANTONIO MACHADO;1358
ITALIA;1280
DR AMERICO TOSELLO;819
CALLE S N;2701
RUTA NAC N 281;1347
ADOLFO BAQUIANO PAREJAS;1941
AV PRES NESTOR C KIRCHNER;939
ARIAS;1330
GDOR GREGORES;2436
ALCORTA;186
LAS HERAS;962
ANTONIO BALADO;784
GDOR GREGORES;1267
CERRO BLANCO;939
VAPOR LOIRE;194
RECONQUISTA;396
ALBERTO ENCINAS;2667
ANTONIO MANZONI;1064
AV ASTURIAS;1127
IGR BRIANO;1120
CACIQUE CASIMIRO BIGUA;2071
ANGELA BRUNETTI;528
PJE AMELUNG;535
AVELLANEDA;2254
LEZCANO MAESTRO;181
MANUEL ESTRADA;1677
CACIQUE POCON;2607
BELL GRAHAM;2625
ALEJANDRO SOLAR;1590
AGUSTIN BORGHIALE;141
BAHIA AGUIRRE;754
2 DE ABRIL;2909
BRASIL;2937
19 DE DICIEMBRE;1017
GDOR GREGORES;1619
RECONQUISTA;2673
CACIQUE YATEL;1535
ALFEREZ A SANCHEZ;1469
PUERTO ARGENTINO;2142
ORKEKE;569
SGT CABRAL;2190
ALBERT SABIN;2126
A GARDINER;1638
RECONQUISTA;935
MARTIN FIERRO;2173
SANTA CRUZ;2243
ROSA DE WILSON;429
BAHIA LAURA;1330
AMERICA;2619
ALCORTA;709
19 DE DICIEMBRE;1286
19 DE DICIEMBRE;1534
TELLIER;1144
CERRO BLANCO;819
ALEJANDRO SOLAR;1921
RIO GALLEGOS;270
ALEJANDRO SOLAR;2812
CRISTOBAL COLON;2733
BELL GRAHAM;255
CACIQUE POCON;1538
COLONOS;2297
MAIPU;778
DR FIORILLO;1577
IGR PORTELA;2034
PJE S N;674
AYOHUMA;1695
A RODRIGUEZ;297
ARTURO H ILLIA;1630
25 DE MAYO;1146
BATALLA DE PUERTO ARGENTINO;2096
LAGO DEL DESIERTO;530
ANTARTIDA ARGENTINA;248
CABO BUEN TIEMPO;963
20 DE JUNIO;1126
AGUSTIN BORGHIALE;507
CRISTOBAL COLON;2156
A GARDINER;1705
BAHIA BUEN SUCESO;47
SAN JULIAN;2012
ITALIA;2143
PJE COCCOZ;1467
ANTARTIDA ARGENTINA;2328
TRES LAGOS;2983
IGARZABAL;1562
RECONQUISTA;2480
ACONCAGUA;518
CMTE LUIS PIEDRABUENA;451
FASIOLI;1906
DR ANGEL OYOLI;2890
ANTONIO RIVERO;971
GDOR GREGORES;2435
ADOLFO IGLESIAS;2330
BERNARDINO RIVADAVIA;2336
A GARDINER;2488
CRUZ DEL SUR;2059
ALBERTO JUAN BARK;940
ADOLFO IGLESIAS;2151
CABO BUEN TIEMPO;308
PJE S N;2568
LOS ANTIGUOS;2474
ANTONIO BERUTTI;650
PJE DUJON;2470
AMEGHINO;844
GDOR PARADELO;1521
SARMIENTO;2679
PJE COCCOZ;619
FASIOLI;2981
A SUREDA;744
EL CALAFATE;2204
AFRICA;690
ALFONSINA STORNI;2632
EL CALAFATE;1324
GRL SAN MARTIN;1086
RIO TURBIO;2798
ADOLFO IGLESIAS;2368
VAPOR LOIRE;437
20 DE JUNIO;2555
IGR PORTELA;2976
GRL SAN MARTIN;1392
BAHIA LAURA;487
YUGOSLAVIA;2359
RIO COLORADO;1788
CACHO VASQUEZ;1861
GRL SAN MARTIN;2219
BAHIA BUEN SUCESO;841
ABUELA PAREDES;2888
LAGO ARGENTINO;188
PJE VIRICAT;465
ANTONIO BERNI;2014
FACON GRANDE;2535
PJE AMELUNG;509
1 DE MAYO;2394
MAIPU;1376
A RODRIGUEZ;2438
CHALTEN;1741
ATAHUALPA YUPANQUI;556
MAIPU;1590
MARTIN FIERRO;2353
PJE VIRICAT;2144
AFRICA;609
BENITO QUINQUELA MARTIN;551
BENITO PEREZ GALDOS;101
TTE ESTEVEZ;362
AMERICA;2625
JULIA DE LOPEZ;24
ADOLFO IGLESIAS;1278
ABUELA PAREDES;2835
ANGEL CARNOTA;1432
COLONOS;1072
PROVINCIAS UNIDAS;133
ADOLFO IGLESIAS;694
RIO COLORADO;137
ANTONIO SOTO;1268
BRASIL;2760
BARTOLOME MITRE;221
LAS HERAS;2554
VAPOR LOIRE;1768
CRISTOBAL COLON;865
BAHIA BUEN SUCESO;2102
LEZCANO MAESTRO;2207
MANUEL ESTRADA;2485
JULIA DE LOPEZ;1287
BONIFACIO CAMPOS;2112
IGR PORTELA;878
ALBERTO JUAN BARK;2562
TTE ESTEVEZ;2060
AVELLANEDA;1723
TONINA;1153
ALVEAR;2200
PICO TRUNCADO;378
DR ANGEL OYOLI;1533
CALLE S N;581
ALFONSINA STORNI;2920
ALBERTO GRILLO;1132
SANTA CRUZ;694
CERRO BLANCO;2217
ANTONIO SOTO;637
CACIQUE POCON;2749
RIO GALLEGOS;2550
MINERALES;2671
ARSENIO TUR;1771
PERITO MORENO;1395
ALMAFUERTE;751
ANTONIO ALVAREZ JONTE;485
TRES LAGOS;2822
CACIQUE CASIMIRO BIGUA;1775
PATAGONIA;565
20 DE JUNIO;1183
ALBERT EINSTEIN;1562
EUFRASIA ARIAS;1961
SGT CABRAL;1361
EUFRASIA ARIAS;2474
BAHIA LAURA;1457
ANTONIO MANZONI;2635
CERRO BLANCO;1525
PANAMA;1909
DON BOSCO;2690
RVDO PADRE JOSE KOLTUN;1644
LOS ANTIGUOS;309
RVDO PADRE JOSE KOLTUN;1489
CACIQUE CASIMIRO BIGUA;1933
